cve_id,description,cwe,vendors,products,cvss_base_score,cvss_exploitability_score,cvss_impact_score,attackVector,attackComplexity,privilegesRequired,userInteraction,scope,confidentialityImpact,integrityImpact,availabilityImpact,published,modified,is_exploited
CVE-2021-207587,Vulnerability in product allows CWE-89 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 6.2. Exploitation in the wild has not been confirmed.,CWE-89,Oracle,Safari,6.206602345810345,4.330342269323329,5.558739017899827,NETWORK,LOW,NONE,REQUIRED,CHANGED,NONE,NONE,NONE,2021-11-16T18:45Z,2021-06-23T12:40Z,0
CVE-2020-202153,Vulnerability in product allows CWE-79 with ADJACENT access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 4.8. Exploitation in the wild has not been confirmed.,CWE-79,Adobe;Oracle,Android;Exchange Server;Web Browser,4.816571251463458,4.3160046321437004,5.232630433413568,ADJACENT,HIGH,LOW,REQUIRED,UNCHANGED,LOW,NONE,NONE,2020-06-13T14:23Z,2020-02-18T18:25Z,0
CVE-2020-209153,Vulnerability in product allows NVD-CWE-noinfo with ADJACENT access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.9. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Apple;Microsoft,Exchange Server;Windows,4.923189072412946,4.390779091299317,3.2945927118947544,ADJACENT,HIGH,LOW,NONE,UNCHANGED,LOW,HIGH,NONE,2020-05-03T15:04Z,2020-11-11T08:47Z,0
CVE-2019-205631,Vulnerability in product allows CWE-22 with PHYSICAL access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 6.5. Exploitation in the wild has not been confirmed.,CWE-22,Cisco,Exchange Server;Office;Safari,6.476723720210731,6.079049164814749,6.755620546715354,PHYSICAL,LOW,LOW,NONE,CHANGED,LOW,NONE,NONE,2019-02-05T04:37Z,2019-05-19T11:16Z,0
CVE-2021-202276,Vulnerability in product allows CWE-476 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 7.6. Exploitation in the wild has not been confirmed.,CWE-476,Google,Android;Exchange Server;Safari,7.560360879922009,5.627241963350072,6.487586038474303,NETWORK,HIGH,LOW,REQUIRED,CHANGED,NONE,LOW,LOW,2021-06-16T02:19Z,2021-01-15T02:48Z,0
CVE-2020-204723,Vulnerability in product allows CWE-200 with ADJACENT access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 5.1. Exploitation in the wild has not been confirmed.,CWE-200,Cisco;IBM,Web Browser,5.060908754585232,3.326867774443092,5.039120293931937,ADJACENT,LOW,NONE,NONE,UNCHANGED,LOW,NONE,LOW,2020-01-10T07:11Z,2020-09-29T17:25Z,0
CVE-2021-200199,Vulnerability in product allows NVD-CWE-noinfo with PHYSICAL access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 8.7. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Linux,Exchange Server;iOS,8.748054862694717,8.116618413020948,8.906212098909322,PHYSICAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-06-06T11:56Z,2021-01-04T05:55Z,0
CVE-2018-202970,Vulnerability in product allows CWE-119 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 4.8. Exploitation in the wild has not been confirmed.,CWE-119,Microsoft;SAP,CMS;Windows,4.815467310210432,2.7153565394014993,3.5511248944648965,NETWORK,HIGH,NONE,REQUIRED,CHANGED,LOW,NONE,NONE,2018-12-01T10:51Z,2018-02-08T08:41Z,0
CVE-2022-202294,Vulnerability in product allows CWE-787 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 4.4. Exploitation in the wild has not been confirmed.,CWE-787,Apple;Linux,Safari,4.410295806728781,4.4959807248450625,4.20782908728178,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,NONE,HIGH,2022-12-23T12:55Z,2022-07-30T01:29Z,0
CVE-2023-202327,Vulnerability in product allows NVD-CWE-noinfo with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 4.9. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Adobe;IBM,Database Server;Exchange Server,4.850948145553269,4.148916838495181,3.3695618830241063,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,NONE,LOW,2023-01-15T22:09Z,2023-04-08T13:46Z,0
CVE-2022-207578,Vulnerability in product allows CWE-787 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 3.3. Exploitation in the wild has not been confirmed.,CWE-787,VMware,Linux Kernel,3.2646024885673492,2.672838411601388,2.9085977534352985,NETWORK,HIGH,LOW,REQUIRED,UNCHANGED,HIGH,LOW,HIGH,2022-07-18T04:20Z,2022-08-16T11:28Z,0
CVE-2019-200371,Vulnerability in product allows CWE-20 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 7.0. Exploitation in the wild has not been confirmed.,CWE-20,Linux;VMware,Safari,7.022433100363058,6.68490319897516,6.276894715589838,LOCAL,LOW,NONE,NONE,UNCHANGED,NONE,NONE,NONE,2019-10-04T13:42Z,2019-02-09T10:03Z,0
CVE-2019-206087,Vulnerability in product allows CWE-20 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 5.0. Exploitation in the wild has not been confirmed.,CWE-20,Microsoft,Acrobat Reader;Exchange Server,5.043017885056556,2.2885667534978866,4.385733170936598,LOCAL,LOW,LOW,NONE,CHANGED,HIGH,LOW,NONE,2019-06-25T23:54Z,2019-05-13T17:17Z,0
CVE-2020-207975,Vulnerability in product allows CWE-200 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 4.7. Exploitation in the wild has not been confirmed.,CWE-200,IBM;SAP,Acrobat Reader;Safari;VPN Appliance,4.703781666148586,2.9281389554509545,5.013824702041124,LOCAL,LOW,HIGH,NONE,UNCHANGED,NONE,LOW,LOW,2020-12-11T14:41Z,2020-08-02T13:02Z,0
CVE-2022-201420,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 6.7. Exploitation in the wild has not been confirmed.,CWE-79,IBM,iOS,6.695282361958646,4.038340487792353,5.434125376311867,NETWORK,LOW,NONE,REQUIRED,CHANGED,NONE,NONE,NONE,2022-08-08T16:25Z,2022-12-06T16:55Z,0
CVE-2021-208454,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 6.2. Exploitation in the wild has not been confirmed.,CWE-79,IBM,CMS;VPN Appliance,6.178814606594866,6.183172687379134,6.559512631076381,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,LOW,LOW,NONE,2021-09-18T07:32Z,2021-08-26T03:57Z,0
CVE-2021-200352,Vulnerability in product allows CWE-89 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 4.1. Exploitation in the wild has not been confirmed.,CWE-89,Google,Acrobat Reader;CMS;Java SE,4.097399551636214,3.0520927281514716,3.7128934993215497,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,LOW,2021-06-26T06:03Z,2021-12-12T19:56Z,0
CVE-2018-204759,Vulnerability in product allows CWE-287 with ADJACENT access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 4.3. Exploitation in the wild has not been confirmed.,CWE-287,Microsoft;SAP,Android;Database Server;Windows,4.266169537213511,3.325235339412011,2.468240070132279,ADJACENT,HIGH,NONE,REQUIRED,UNCHANGED,NONE,LOW,LOW,2018-01-14T16:39Z,2018-01-10T14:23Z,0
CVE-2021-203257,Vulnerability in product allows CWE-287 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 5.1. Exploitation in the wild has not been confirmed.,CWE-287,Linux,Java SE;Safari,5.120614122019259,5.644638556148919,5.3475352424202995,NETWORK,LOW,NONE,NONE,CHANGED,LOW,LOW,HIGH,2021-04-17T02:48Z,2021-01-18T10:34Z,0
CVE-2018-205261,Vulnerability in product allows CWE-119 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.9. Exploitation in the wild has not been confirmed.,CWE-119,Cisco;Google,Database Server;Safari,5.92869102406592,4.347882206991083,5.451977918495239,NETWORK,HIGH,LOW,REQUIRED,UNCHANGED,LOW,NONE,NONE,2018-12-24T20:30Z,2018-12-11T03:04Z,0
CVE-2018-202545,Vulnerability in product allows CWE-200 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 4.5. Exploitation in the wild has not been confirmed.,CWE-200,Apple;IBM,CMS;Exchange Server,4.543024473246275,4.399846718412368,3.6410030270034373,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,LOW,NONE,HIGH,2018-05-26T14:14Z,2018-03-05T12:11Z,0
CVE-2019-202705,Vulnerability in product allows CWE-352 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 8.7. Exploitation in the wild has not been confirmed.,CWE-352,Microsoft,Android;Web Browser,8.67995724061354,6.7108472845737515,6.5455897068725815,LOCAL,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,LOW,2019-07-23T17:19Z,2019-03-12T22:05Z,0
CVE-2020-202406,Vulnerability in product allows CWE-20 with ADJACENT access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 7.9. Exploitation in the wild has not been confirmed.,CWE-20,Adobe;SAP,Linux Kernel;Office;VPN Appliance,7.947689033179092,7.064901348553258,7.816206459374602,ADJACENT,LOW,LOW,REQUIRED,CHANGED,LOW,HIGH,HIGH,2020-08-14T01:37Z,2020-12-31T04:56Z,0
CVE-2020-208401,Vulnerability in product allows CWE-352 with PHYSICAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 1.8. Exploitation in the wild has not been confirmed.,CWE-352,Oracle,Acrobat Reader;Android;Database Server,1.8054027787331526,1.4212055759588027,2.050811681912837,PHYSICAL,LOW,HIGH,REQUIRED,UNCHANGED,LOW,HIGH,NONE,2020-01-08T19:00Z,2020-11-24T14:52Z,0
CVE-2018-207170,Vulnerability in product allows CWE-22 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.0. Exploitation in the wild has not been confirmed.,CWE-22,IBM,Safari,3.9739543080112893,3.0425079654655907,4.898439125532645,NETWORK,HIGH,LOW,NONE,UNCHANGED,NONE,LOW,NONE,2018-07-31T21:19Z,2018-11-15T09:26Z,0
CVE-2021-206838,Vulnerability in product allows CWE-352 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 10.0. Exploitation in the wild has not been confirmed.,CWE-352,Oracle,Linux Kernel;Safari;Windows,10.0,9.289148865200197,10.0,NETWORK,LOW,HIGH,REQUIRED,CHANGED,NONE,NONE,HIGH,2021-08-29T01:58Z,2021-04-27T12:28Z,0
CVE-2018-207342,Vulnerability in product allows CWE-22 with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 3.7. Exploitation in the wild has not been confirmed.,CWE-22,Cisco;Linux,Android;Office;Windows,3.724769170293764,1.4481784726400457,2.548909929909469,LOCAL,HIGH,NONE,NONE,UNCHANGED,NONE,NONE,NONE,2018-11-07T19:25Z,2018-02-23T23:54Z,0
CVE-2022-208638,Vulnerability in product allows CWE-20 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.2. Exploitation in the wild has not been confirmed.,CWE-20,SAP,Safari,6.204384878184925,5.750914756781298,7.426067623265325,NETWORK,LOW,HIGH,REQUIRED,UNCHANGED,HIGH,HIGH,NONE,2022-05-15T14:01Z,2022-07-24T21:25Z,0
CVE-2021-200456,Vulnerability in product allows CWE-476 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 6.8. Exploitation in the wild has not been confirmed.,CWE-476,Apple,Android;Java SE;Linux Kernel,6.812965374975198,5.715186374849351,7.539098606018599,NETWORK,LOW,HIGH,NONE,UNCHANGED,LOW,NONE,HIGH,2021-03-30T09:54Z,2021-12-11T03:59Z,0
CVE-2020-202554,Vulnerability in product allows CWE-89 with PHYSICAL access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 6.9. Exploitation in the wild has not been confirmed.,CWE-89,Google;Oracle,Safari;VPN Appliance;iOS,6.870304586652253,5.212512689946682,5.787179576848989,PHYSICAL,LOW,HIGH,NONE,CHANGED,LOW,HIGH,LOW,2020-02-05T05:24Z,2020-04-28T00:47Z,0
CVE-2021-203187,Vulnerability in product allows CWE-476 with PHYSICAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.9. Exploitation in the wild has not been confirmed.,CWE-476,Microsoft;Oracle,VPN Appliance;Windows,5.885620544705266,4.67709838320039,4.005529211006709,PHYSICAL,HIGH,LOW,REQUIRED,CHANGED,HIGH,HIGH,NONE,2021-12-19T23:30Z,2021-10-03T04:39Z,0
CVE-2021-208589,Vulnerability in product allows NVD-CWE-noinfo with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 9.1. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Cisco,Database Server;Office;iOS,9.064372464737465,7.45097483145437,8.044309315088613,LOCAL,HIGH,LOW,NONE,CHANGED,NONE,LOW,HIGH,2021-07-14T05:21Z,2021-07-14T17:14Z,0
CVE-2018-207225,Vulnerability in product allows CWE-200 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 5.8. Exploitation in the wild has not been confirmed.,CWE-200,Adobe,Java SE;iOS,5.802203984013888,3.942519955202483,6.61969328561894,LOCAL,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,2018-02-07T18:12Z,2018-08-05T14:20Z,0
CVE-2020-206939,Vulnerability in product allows CWE-119 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.2. Exploitation in the wild has not been confirmed.,CWE-119,Linux;VMware,Exchange Server,5.2265695976753825,4.442919633744128,4.749799590196086,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,LOW,LOW,HIGH,2020-06-06T01:19Z,2020-08-08T02:01Z,0
CVE-2023-206631,Vulnerability in product allows CWE-119 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.7. Exploitation in the wild has not been confirmed.,CWE-119,Linux;SAP,Java SE,6.696143694044238,5.187644456973338,7.301658953748418,NETWORK,HIGH,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2023-06-12T13:38Z,2023-05-04T04:03Z,0
CVE-2018-200164,Vulnerability in product allows CWE-200 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.4. Exploitation in the wild has not been confirmed.,CWE-200,Adobe;Cisco,Acrobat Reader;Chrome,5.416281591869912,3.966268141410409,5.90320079961501,NETWORK,HIGH,LOW,REQUIRED,UNCHANGED,NONE,HIGH,HIGH,2018-02-16T22:12Z,2018-11-18T13:05Z,0
CVE-2021-204419,Vulnerability in product allows CWE-287 with PHYSICAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 7.3. Exploitation in the wild has not been confirmed.,CWE-287,Adobe;VMware,Safari;VPN Appliance,7.328487130150232,7.116346442200406,6.702084195283149,PHYSICAL,HIGH,HIGH,REQUIRED,UNCHANGED,LOW,LOW,LOW,2021-10-20T03:37Z,2021-11-16T01:07Z,0
CVE-2022-204303,Vulnerability in product allows CWE-22 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 5.4. Exploitation in the wild has not been confirmed.,CWE-22,Linux;VMware,Exchange Server;Office,5.393643680590001,2.9546345952975717,4.82166235447172,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,LOW,2022-06-01T07:15Z,2022-12-05T18:06Z,0
CVE-2022-207493,Vulnerability in product allows CWE-287 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 9.5. Exploitation in the wild has not been confirmed.,CWE-287,Adobe;Apple,Exchange Server;VPN Appliance;iOS,9.481553562774934,9.869253693392999,8.685249825198905,NETWORK,LOW,HIGH,REQUIRED,UNCHANGED,LOW,NONE,LOW,2022-10-27T03:33Z,2022-06-29T02:34Z,0
CVE-2019-206243,Vulnerability in product allows CWE-22 with LOCAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 1.9. Exploitation in the wild has not been confirmed.,CWE-22,Apple;Cisco,Chrome;Web Browser;Windows,1.8577328031296703,0.7625667989387483,2.9063420154208286,LOCAL,HIGH,HIGH,NONE,CHANGED,NONE,NONE,NONE,2019-03-06T11:07Z,2019-12-03T16:09Z,0
CVE-2021-201565,Vulnerability in product allows CWE-787 with LOCAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 3.7. Exploitation in the wild has not been confirmed.,CWE-787,Adobe;Microsoft,Safari,3.7151368235518385,2.558739229023179,4.13210696598843,LOCAL,HIGH,HIGH,REQUIRED,UNCHANGED,HIGH,LOW,NONE,2021-08-05T21:51Z,2021-10-23T04:24Z,0
CVE-2023-201262,Vulnerability in product allows CWE-89 with LOCAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.3. Exploitation in the wild has not been confirmed.,CWE-89,Google;SAP,Exchange Server,6.348112552453812,2.6780815139793424,4.3748156568996075,LOCAL,HIGH,HIGH,REQUIRED,UNCHANGED,NONE,LOW,LOW,2023-04-22T15:24Z,2023-04-10T05:31Z,0
CVE-2019-207250,Vulnerability in product allows CWE-89 with PHYSICAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 3.2. Exploitation in the wild has not been confirmed.,CWE-89,Adobe;Cisco,Java SE,3.165023164075841,1.0034659610961039,2.988402105859388,PHYSICAL,HIGH,LOW,NONE,UNCHANGED,LOW,NONE,LOW,2019-07-04T07:36Z,2019-07-27T15:35Z,0
CVE-2021-208523,Vulnerability in product allows CWE-352 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 8.9. Exploitation in the wild has not been confirmed.,CWE-352,IBM,Acrobat Reader;Android;Database Server,8.917453327159283,9.755119608502925,9.055101735778413,LOCAL,LOW,HIGH,REQUIRED,CHANGED,NONE,LOW,NONE,2021-08-19T18:04Z,2021-07-02T18:58Z,0
CVE-2021-201740,Vulnerability in product allows NVD-CWE-noinfo with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 5.6. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Cisco;Microsoft,Office,5.616906608965744,5.596343951908628,5.980878840443858,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,LOW,HIGH,LOW,2021-02-23T15:22Z,2021-10-13T20:55Z,0
CVE-2019-204927,Vulnerability in product allows CWE-20 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 4.9. Exploitation in the wild has not been confirmed.,CWE-20,Google;VMware,Android;Exchange Server;Office,4.878225774260356,5.154667422469678,4.473688921771437,NETWORK,LOW,HIGH,REQUIRED,CHANGED,NONE,NONE,LOW,2019-06-21T16:52Z,2019-01-10T07:45Z,0
